province,city,pm25,pm10,so2,no2,co,o3,temp,rh,psfc,u,v,time
廣東|广东,韶关市,60.20731633333333,80.16536526666667,31.379412933333334,26.809956366666665,1.1794802213333333,49.42818483333333,288.66828100000004,60.864570566666664,97398.77723333333,-2.7815278253333333,-4.573510846666666,2013-11-01
廣西壯族自治區|广西壮族自治区,北海市,50.51098673333333,70.66779366666667,17.639769633333334,14.486985656666667,0.9274071176666666,62.412426933333336,293.83500166666664,62.13284813333334,101427.65676666667,-4.402901357999999,-4.913266579333333,2013-11-01
廣西壯族自治區|广西壮族自治区,南宁市,57.278958800000005,82.0993198,19.810551999999998,22.336395433333333,0.9294379383333333,56.56284453333333,291.056778,62.7304677,99682.9369,-3.4760795476666666,-4.751068241333333,2013-11-01
廣西壯族自治區|广西壮族自治区,崇左市,53.14132526666666,71.98385516666667,18.817989,15.10153875,0.7284026896666667,58.46442316666666,290.4904533333333,67.7581263,98385.60373333334,-3.360103666666667,-4.484868197333333,2013-11-01
廣西壯族自治區|广西壮族自治区,来宾市,53.730763499999995,71.07779606666666,19.874184206666666,15.792022900000001,0.7439088866666667,64.86643496666666,290.37755366666664,60.583988399999996,98576.6388,-3.254196563333333,-4.356685640333334,2013-11-01
廣西壯族自治區|广西壮族自治区,柳州市,58.414252133333335,72.65176743333333,21.3442888,15.035515733333334,0.745022295,63.73676656666667,288.833953,61.9608019,97861.6986,-2.5054201445,-4.027466456,2013-11-01
廣西壯族自治區|广西壮族自治区,桂林市,63.69302323333333,76.3745256,22.052065816666666,17.45988505,0.844099773,57.6275027,287.580677,63.33522656666666,96333.12476666666,-3.693958477933333,-3.6115902275333336,2013-11-01
廣西壯族自治區|广西壮族自治区,梧州市,53.6380907,66.30954423333334,21.1848174,13.423853433333333,0.6773859463333333,58.07091906666667,290.9009413333333,61.52772036666667,99344.81036666667,-4.282061296666667,-3.925505201,2013-11-01
廣西壯族自治區|广西壮族自治区,河池市,49.989469500000006,60.8377617,18.895818799999997,7.215492846666666,0.5050121673333333,62.087067366666666,288.03446133333335,66.48290493333333,95571.64043333333,-2.492614438,-2.540275553333333,2013-11-01
廣西壯族自治區|广西壮族自治区,玉林市,56.4303456,70.89833323333333,21.989559699999997,14.116459566666666,0.7825347386666667,56.697745299999994,292.05692,63.04557986666667,99698.87253333333,-4.90559841,-4.857954446,2013-11-01
廣西壯族自治區|广西壮族自治区,百色市,47.82718826666667,55.390702700000006,20.044667056666665,6.224058626666666,0.44624455733333335,62.7318901,287.9160586666667,71.97761650000001,93524.18353333333,-1.9035687896666669,-1.2786289724666666,2013-11-01
